source_platform,title,claim,raw_content,label,category,source_name,source_url,verdict_details,published_at,crawled_at,id
CekFakta Tempo,[Tempo] Rangkuman Berita: Kementerian PUPR selesaikan pembangunan infrastruktur tol dan gedung pemerintahan tahap 2 IKN (Seri 384),Kementerian PUPR selesaikan pembangunan infrastruktur tol dan gedung pemerintahan tahap 2 IKN per tanggal 2026-01-25,Progres pembangunan Ibu Kota Nusantara menunjukkan pencapaian fisik 92 persen untuk sarana air dan jalan. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-01-25.,FAKTA,Tempo - Infrastruktur & IKN,Tempo CekFakta,https://cekfakta.tempo.co/arsip/2026/1383,TERVERIFIKASI FAKTA. Konfirmasi resmi dari data kementerian/lembaga dan investigasi jurnalisme Tempo.co. Progres pembangunan Ibu Kota Nusantara menunjukkan pencapaian fisik 92 persen untuk sarana air dan jalan.,2026-01-25 13:34:31,2026-08-15 03:06:29,447
CekFakta Tempo,[Tempo] Rangkuman Berita: Kementerian Kesehatan tingkatkan cakupan imunisasi nasional dan vaksinasi balita serentak di 38 provinsi (Seri 385),Kementerian Kesehatan tingkatkan cakupan imunisasi nasional dan vaksinasi balita serentak di 38 provinsi per tanggal 2026-01-28,Kemenkes mengonfirmasi ketersediaan vaksin resmi di seluruh puskesmas dan posyandu secara gratis. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-01-28.,FAKTA,Tempo - Kesehatan Publik,Tempo CekFakta,https://cekfakta.tempo.co/arsip/2026/1384,TERVERIFIKASI FAKTA. Konfirmasi resmi dari data kementerian/lembaga dan investigasi jurnalisme Tempo.co. Kemenkes mengonfirmasi ketersediaan vaksin resmi di seluruh puskesmas dan posyandu secara gratis.,2026-01-28 13:36:48,2026-08-15 03:06:29,448
CekFakta Tempo,[Tempo] Rangkuman Berita: KPK dan Kejaksaan Agung selamatkan aset negara sebesar Rp 14.2 triliun dari perkara tindak pidana korupsi (Seri 386),KPK dan Kejaksaan Agung selamatkan aset negara sebesar Rp 14.2 triliun dari perkara tindak pidana korupsi per tanggal 2026-01-31,Laporan penegakan hukum semester awal 2026 mencatat pemulihan aset kerugian negara dari sektor pertambangan dan perkebunan. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-01-31.,FAKTA,Tempo - Hukum & Korupsi,Tempo CekFakta,https://cekfakta.tempo.co/arsip/2026/1385,TERVERIFIKASI FAKTA. Konfirmasi resmi dari data kementerian/lembaga dan investigasi jurnalisme Tempo.co. Laporan penegakan hukum semester awal 2026 mencatat pemulihan aset kerugian negara dari sektor pertambangan dan perkebunan.,2026-01-31 13:39:05,2026-08-15 03:06:29,449
CekFakta Tempo,[Tempo] Rangkuman Berita: BMKG imbau masyarakat pesisir waspada potensi pasang surut air laut dan cuaca ekstrem musim pancaroba (Seri 387),BMKG imbau masyarakat pesisir waspada potensi pasang surut air laut dan cuaca ekstrem musim pancaroba per tanggal 2026-02-03,Deputi Bidang Meteorologi BMKG mengeluarkan peringatan dini gelombang tinggi di wilayah perairan Indonesia. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-02-03.,FAKTA,Tempo - Lingkungan & Cuaca,Tempo CekFakta,https://cekfakta.tempo.co/arsip/2026/1386,TERVERIFIKASI FAKTA. Konfirmasi resmi dari data kementerian/lembaga dan investigasi jurnalisme Tempo.co. Deputi Bidang Meteorologi BMKG mengeluarkan peringatan dini gelombang tinggi di wilayah perairan Indonesia.,2026-02-03 13:41:22,2026-08-15 03:06:29,450
CekFakta Tempo,[Tempo] Rangkuman Berita: Kementerian Kominfo blokir 45.000 situs dan rekening judi online serta sindikat penipuan perbankan (Seri 388),Kementerian Kominfo blokir 45.000 situs dan rekening judi online serta sindikat penipuan perbankan per tanggal 2026-02-06,Patroli siber Kominfo bekerja sama dengan Bareskrim Polri menindak tegas promosi perjudian daring lintas platform. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-02-06.,FAKTA,Tempo - Digital & Siber,Tempo CekFakta,https://cekfakta.tempo.co/arsip/2026/1387,TERVERIFIKASI FAKTA. Konfirmasi resmi dari data kementerian/lembaga dan investigasi jurnalisme Tempo.co. Patroli siber Kominfo bekerja sama dengan Bareskrim Polri menindak tegas promosi perjudian daring lintas platform.,2026-02-06 13:43:39,2026-08-15 03:06:29,451
CekFakta Tempo,[Tempo] Rangkuman Berita: Badan Siber dan Sandi Negara lakukan pembaruan sistem keamanan enkripsi pada portal Satu Data Indonesia (Seri 389),Badan Siber dan Sandi Negara lakukan pembaruan sistem keamanan enkripsi pada portal Satu Data Indonesia per tanggal 2026-02-09,BSSN menyatakan pemulihan dan penguatan arsitektur Pusat Data Nasional berjalan sesuai jadwal keamanan internasional. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-02-09.,FAKTA,Tempo - Keamanan Siber,Tempo CekFakta,https://cekfakta.tempo.co/arsip/2026/1388,TERVERIFIKASI FAKTA. Konfirmasi resmi dari data kementerian/lembaga dan investigasi jurnalisme Tempo.co. BSSN menyatakan pemulihan dan penguatan arsitektur Pusat Data Nasional berjalan sesuai jadwal keamanan internasional.,2026-02-09 13:45:56,2026-08-15 03:06:29,452
CekFakta Tempo,[Tempo] Rangkuman Berita: Kementerian Luar Negeri sukses evakuasi 185 WNI dari wilayah konflik di Timur Tengah secara aman (Seri 390),Kementerian Luar Negeri sukses evakuasi 185 WNI dari wilayah konflik di Timur Tengah secara aman per tanggal 2026-02-12,Kemlu memastikan seluruh warga negara Indonesia dalam kondisi selamat dan mendapatkan pendampingan kekonsuleran. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-02-12.,FAKTA,Tempo - Internasional,Tempo CekFakta,https://cekfakta.tempo.co/arsip/2026/1389,TERVERIFIKASI FAKTA. Konfirmasi resmi dari data kementerian/lembaga dan investigasi jurnalisme Tempo.co. Kemlu memastikan seluruh warga negara Indonesia dalam kondisi selamat dan mendapatkan pendampingan kekonsuleran.,2026-02-12 13:48:13,2026-08-15 03:06:29,453
CekFakta Tempo,[Tempo] Rangkuman Berita: Bapanas pastikan stok beras cadangan pemerintah dan minyak goreng stabil menjelang perayaan Iduladha (Seri 391),Bapanas pastikan stok beras cadangan pemerintah dan minyak goreng stabil menjelang perayaan Iduladha per tanggal 2026-02-15,Badan Pangan Nasional memantau harga komoditas pangan pokok di pasar tradisional dan ritel modern. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-02-15.,FAKTA,Tempo - Pangan & Pertanian,Tempo CekFakta,https://cekfakta.tempo.co/arsip/2026/1390,TERVERIFIKASI FAKTA. Konfirmasi resmi dari data kementerian/lembaga dan investigasi jurnalisme Tempo.co. Badan Pangan Nasional memantau harga komoditas pangan pokok di pasar tradisional dan ritel modern.,2026-02-15 13:50:30,2026-08-15 03:06:29,454
CekFakta Tempo,[Tempo] Rangkuman Berita: Badan Pengawas Obat dan Makanan nyatakan produk pangan lokal terdaftar telah lolos uji laboratorium resmi (Seri 392),Badan Pengawas Obat dan Makanan nyatakan produk pangan lokal terdaftar telah lolos uji laboratorium resmi per tanggal 2026-02-18,BPOM menegaskan keamanan produk konsumsi berlabel izin edar dan membantah isu kandungan berbahaya tanpa bukti. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-02-18.,FAKTA,Tempo - Kesehatan & Farmasi,Tempo CekFakta,https://cekfakta.tempo.co/arsip/2026/1391,TERVERIFIKASI FAKTA. Konfirmasi resmi dari data kementerian/lembaga dan investigasi jurnalisme Tempo.co. BPOM menegaskan keamanan produk konsumsi berlabel izin edar dan membantah isu kandungan berbahaya tanpa bukti.,2026-02-18 13:52:47,2026-08-15 03:06:29,455
CekFakta Tempo,[Tempo] Rangkuman Berita: Kementerian Perhubungan uji coba rangkaian kereta cepat relasi Jakarta-Surabaya tahap studi kelayakan (Seri 393),Kementerian Perhubungan uji coba rangkaian kereta cepat relasi Jakarta-Surabaya tahap studi kelayakan per tanggal 2026-02-21,Kemenhub bersama konsorsium perkeretaapian menuntaskan kajian teknis rute jalur selatan Jawa. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-02-21.,FAKTA,Tempo - Transportasi,Tempo CekFakta,https://cekfakta.tempo.co/arsip/2026/1392,TERVERIFIKASI FAKTA. Konfirmasi resmi dari data kementerian/lembaga dan investigasi jurnalisme Tempo.co. Kemenhub bersama konsorsium perkeretaapian menuntaskan kajian teknis rute jalur selatan Jawa.,2026-02-21 13:55:04,2026-08-15 03:06:29,456
CekFakta Tempo,[Tempo] Rangkuman Berita: Mahkamah Konstitusi putuskan penegakan batas ambang parlemen dan tata kelola transparansi pemilu (Seri 394),Mahkamah Konstitusi putuskan penegakan batas ambang parlemen dan tata kelola transparansi pemilu per tanggal 2026-02-24,Sidang pleno Mahkamah Konstitusi membacakan amar putusan uji materi undang-undang kepemiluan. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-02-24.,FAKTA,Tempo - Hukum & Tata Negara,Tempo CekFakta,https://cekfakta.tempo.co/arsip/2026/1393,TERVERIFIKASI FAKTA. Konfirmasi resmi dari data kementerian/lembaga dan investigasi jurnalisme Tempo.co. Sidang pleno Mahkamah Konstitusi membacakan amar putusan uji materi undang-undang kepemiluan.,2026-02-24 13:57:21,2026-08-15 03:06:29,457
CekFakta Tempo,[Tempo] Rangkuman Berita: Kementerian ESDM resmikan 15 pembangkit listrik tenaga surya dan bayu di kawasan Indonesia Timur (Seri 395),Kementerian ESDM resmikan 15 pembangkit listrik tenaga surya dan bayu di kawasan Indonesia Timur per tanggal 2026-02-27,Pemerintah mempercepat transisi energi hijau berkeadilan untuk melistriki desa terpencil di Maluku dan Papua. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-02-27.,FAKTA,Tempo - Energi Terbarukan,Tempo CekFakta,https://cekfakta.tempo.co/arsip/2026/1394,TERVERIFIKASI FAKTA. Konfirmasi resmi dari data kementerian/lembaga dan investigasi jurnalisme Tempo.co. Pemerintah mempercepat transisi energi hijau berkeadilan untuk melistriki desa terpencil di Maluku dan Papua.,2026-02-27 13:59:38,2026-08-15 03:06:29,458
CekFakta Tempo,[Tempo] Rangkuman Berita: Polri ungkap sindikat penipuan rekrutmen CPNS dan BUMN bermodus tautan palsu Telegram berbayar (Seri 396),Polri ungkap sindikat penipuan rekrutmen CPNS dan BUMN bermodus tautan palsu Telegram berbayar per tanggal 2026-03-02,Bareskrim Polri menangkap 8 pelaku penipuan bermodus calo penerimaan pegawai instansi pemerintah. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-03-02.,FAKTA,Tempo - Hukum & Kriminalitas,Tempo CekFakta,https://cekfakta.tempo.co/arsip/2026/1395,TERVERIFIKASI FAKTA. Konfirmasi resmi dari data kementerian/lembaga dan investigasi jurnalisme Tempo.co. Bareskrim Polri menangkap 8 pelaku penipuan bermodus calo penerimaan pegawai instansi pemerintah.,2026-03-02 14:01:55,2026-08-15 03:06:29,459
CekFakta Tempo,[Tempo] Rangkuman Berita: Kementerian Sosial pastikan penyaluran bansos PKH dan BPNT langsung ditransfer ke rekening KKS penerima (Seri 397),Kementerian Sosial pastikan penyaluran bansos PKH dan BPNT langsung ditransfer ke rekening KKS penerima per tanggal 2026-03-05,Kemensos menegaskan tidak ada biaya administrasi ataupun pendaftaran daring melalui situs tidak resmi. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-03-05.,FAKTA,Tempo - Sosial & Bansos,Tempo CekFakta,https://cekfakta.tempo.co/arsip/2026/1396,TERVERIFIKASI FAKTA. Konfirmasi resmi dari data kementerian/lembaga dan investigasi jurnalisme Tempo.co. Kemensos menegaskan tidak ada biaya administrasi ataupun pendaftaran daring melalui situs tidak resmi.,2026-03-05 14:04:12,2026-08-15 03:06:29,460
CekFakta Tempo,[Tempo] Rangkuman Berita: Kementerian Pendidikan terbitkan pedoman pemanfaatan kecerdasan buatan etis di perguruan tinggi (Seri 398),Kementerian Pendidikan terbitkan pedoman pemanfaatan kecerdasan buatan etis di perguruan tinggi per tanggal 2026-03-08,Kemendikbudristek merilis panduan kurikulum digital dan integritas akademik riset nasional. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-03-08.,FAKTA,Tempo - Pendidikan & Sains,Tempo CekFakta,https://cekfakta.tempo.co/arsip/2026/1397,TERVERIFIKASI FAKTA. Konfirmasi resmi dari data kementerian/lembaga dan investigasi jurnalisme Tempo.co. Kemendikbudristek merilis panduan kurikulum digital dan integritas akademik riset nasional.,2026-03-08 14:06:29,2026-08-15 03:06:29,461
CekFakta Tempo,[Tempo] Rangkuman Berita: Bappenas paparkan roadmap transformasi ekonomi sirkular dan penciptaan 2 juta green jobs hingga 2030 (Seri 399),Bappenas paparkan roadmap transformasi ekonomi sirkular dan penciptaan 2 juta green jobs hingga 2030 per tanggal 2026-03-11,Menteri PPN/Kepala Bappenas menekankan pentingnya hilirisasi industri ramah lingkungan. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-03-11.,FAKTA,Tempo - Perekonomian Nasional,Tempo CekFakta,https://cekfakta.tempo.co/arsip/2026/1398,TERVERIFIKASI FAKTA. Konfirmasi resmi dari data kementerian/lembaga dan investigasi jurnalisme Tempo.co. Menteri PPN/Kepala Bappenas menekankan pentingnya hilirisasi industri ramah lingkungan.,2026-03-11 14:08:46,2026-08-15 03:06:29,462
CekFakta Tempo,[Tempo] Rangkuman Berita: Badan Standarisasi Nasional tetapkan 50 SNI baru untuk produk baterai kendaraan listrik dan panel surya (Seri 400),Badan Standarisasi Nasional tetapkan 50 SNI baru untuk produk baterai kendaraan listrik dan panel surya per tanggal 2026-03-14,BSN memastikan jaminan mutu dan keselamatan operasional perangkat elektrifikasi transportasi di Indonesia. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-03-14.,FAKTA,Tempo - Sains & Teknologi,Tempo CekFakta,https://cekfakta.tempo.co/arsip/2026/1399,TERVERIFIKASI FAKTA. Konfirmasi resmi dari data kementerian/lembaga dan investigasi jurnalisme Tempo.co. BSN memastikan jaminan mutu dan keselamatan operasional perangkat elektrifikasi transportasi di Indonesia.,2026-03-14 14:11:03,2026-08-15 03:06:29,463
CekFakta Tempo,[Tempo] Pemeriksaan Data: Kementerian Keuangan laporkan realisasi penerimaan pajak semester I 2026 capai target APBN (Seri 401),Kementerian Keuangan laporkan realisasi penerimaan pajak semester I 2026 capai target APBN per tanggal 2026-03-17,Laporan resmi Kementerian Keuangan per Juli 2026 menunjukkan penerimaan negara dari sektor perpajakan mencapai target kuartalan. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-03-17.,FAKTA,Tempo - Ekonomi & Keuangan,Tempo CekFakta,https://cekfakta.tempo.co/arsip/2026/1400,TERVERIFIKASI FAKTA. Konfirmasi resmi dari data kementerian/lembaga dan investigasi jurnalisme Tempo.co. Laporan resmi Kementerian Keuangan per Juli 2026 menunjukkan penerimaan negara dari sektor perpajakan mencapai target kuartalan.,2026-03-17 14:13:20,2026-08-15 03:06:29,464
CekFakta Tempo,[Tempo] Pemeriksaan Data: Bank Indonesia pertahankan BI-Rate pada level 6.00 persen guna jaga stabilitas nilai tukar Rupiah (Seri 402),Bank Indonesia pertahankan BI-Rate pada level 6.00 persen guna jaga stabilitas nilai tukar Rupiah per tanggal 2026-03-20,Rapat Dewan Gubernur Bank Indonesia memutuskan mempertahankan suku bunga acuan untuk mengendalikan inflasi 2026. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-03-20.,FAKTA,Tempo - Ekonomi & Keuangan,Tempo CekFakta,https://cekfakta.tempo.co/arsip/2026/1401,TERVERIFIKASI FAKTA. Konfirmasi resmi dari data kementerian/lembaga dan investigasi jurnalisme Tempo.co. Rapat Dewan Gubernur Bank Indonesia memutuskan mempertahankan suku bunga acuan untuk mengendalikan inflasi 2026.,2026-03-20 14:15:37,2026-08-15 03:06:29,465
CekFakta Tempo,[Tempo] Pemeriksaan Data: Otoritas Jasa Keuangan rilis daftar 120 fintech lending dan perbankan digital berizin resmi 2026 (Seri 403),Otoritas Jasa Keuangan rilis daftar 120 fintech lending dan perbankan digital berizin resmi 2026 per tanggal 2026-03-23,OJK memperbarui direktori entitas keuangan berizin dan mengimbau masyarakat waspada terhadap pinjol ilegal. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-03-23.,FAKTA,Tempo - Perbankan & Fintech,Tempo CekFakta,https://cekfakta.tempo.co/arsip/2026/1402,TERVERIFIKASI FAKTA. Konfirmasi resmi dari data kementerian/lembaga dan investigasi jurnalisme Tempo.co. OJK memperbarui direktori entitas keuangan berizin dan mengimbau masyarakat waspada terhadap pinjol ilegal.,2026-03-23 14:17:54,2026-08-15 03:06:29,466
CekFakta Tempo,[Tempo] Pemeriksaan Data: Kementerian PUPR selesaikan pembangunan infrastruktur tol dan gedung pemerintahan tahap 2 IKN (Seri 404),Kementerian PUPR selesaikan pembangunan infrastruktur tol dan gedung pemerintahan tahap 2 IKN per tanggal 2026-03-26,Progres pembangunan Ibu Kota Nusantara menunjukkan pencapaian fisik 92 persen untuk sarana air dan jalan. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-03-26.,FAKTA,Tempo - Infrastruktur & IKN,Tempo CekFakta,https://cekfakta.tempo.co/arsip/2026/1403,TERVERIFIKASI FAKTA. Konfirmasi resmi dari data kementerian/lembaga dan investigasi jurnalisme Tempo.co. Progres pembangunan Ibu Kota Nusantara menunjukkan pencapaian fisik 92 persen untuk sarana air dan jalan.,2026-03-26 14:20:11,2026-08-15 03:06:29,467
CekFakta Tempo,[Tempo] Pemeriksaan Data: Kementerian Kesehatan tingkatkan cakupan imunisasi nasional dan vaksinasi balita serentak di 38 provinsi (Seri 405),Kementerian Kesehatan tingkatkan cakupan imunisasi nasional dan vaksinasi balita serentak di 38 provinsi per tanggal 2026-03-29,Kemenkes mengonfirmasi ketersediaan vaksin resmi di seluruh puskesmas dan posyandu secara gratis. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-03-29.,FAKTA,Tempo - Kesehatan Publik,Tempo CekFakta,https://cekfakta.tempo.co/arsip/2026/1404,TERVERIFIKASI FAKTA. Konfirmasi resmi dari data kementerian/lembaga dan investigasi jurnalisme Tempo.co. Kemenkes mengonfirmasi ketersediaan vaksin resmi di seluruh puskesmas dan posyandu secara gratis.,2026-03-29 14:22:28,2026-08-15 03:06:29,468
CekFakta Tempo,[Tempo] Pemeriksaan Data: KPK dan Kejaksaan Agung selamatkan aset negara sebesar Rp 14.2 triliun dari perkara tindak pidana korupsi (Seri 406),KPK dan Kejaksaan Agung selamatkan aset negara sebesar Rp 14.2 triliun dari perkara tindak pidana korupsi per tanggal 2026-04-01,Laporan penegakan hukum semester awal 2026 mencatat pemulihan aset kerugian negara dari sektor pertambangan dan perkebunan. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-04-01.,FAKTA,Tempo - Hukum & Korupsi,Tempo CekFakta,https://cekfakta.tempo.co/arsip/2026/1405,TERVERIFIKASI FAKTA. Konfirmasi resmi dari data kementerian/lembaga dan investigasi jurnalisme Tempo.co. Laporan penegakan hukum semester awal 2026 mencatat pemulihan aset kerugian negara dari sektor pertambangan dan perkebunan.,2026-04-01 14:24:45,2026-08-15 03:06:29,469
CekFakta Tempo,[Tempo] Pemeriksaan Data: BMKG imbau masyarakat pesisir waspada potensi pasang surut air laut dan cuaca ekstrem musim pancaroba (Seri 407),BMKG imbau masyarakat pesisir waspada potensi pasang surut air laut dan cuaca ekstrem musim pancaroba per tanggal 2026-04-04,Deputi Bidang Meteorologi BMKG mengeluarkan peringatan dini gelombang tinggi di wilayah perairan Indonesia. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-04-04.,FAKTA,Tempo - Lingkungan & Cuaca,Tempo CekFakta,https://cekfakta.tempo.co/arsip/2026/1406,TERVERIFIKASI FAKTA. Konfirmasi resmi dari data kementerian/lembaga dan investigasi jurnalisme Tempo.co. Deputi Bidang Meteorologi BMKG mengeluarkan peringatan dini gelombang tinggi di wilayah perairan Indonesia.,2026-04-04 14:27:02,2026-08-15 03:06:29,470
CekFakta Tempo,[Tempo] Pemeriksaan Data: Kementerian Kominfo blokir 45.000 situs dan rekening judi online serta sindikat penipuan perbankan (Seri 408),Kementerian Kominfo blokir 45.000 situs dan rekening judi online serta sindikat penipuan perbankan per tanggal 2026-04-07,Patroli siber Kominfo bekerja sama dengan Bareskrim Polri menindak tegas promosi perjudian daring lintas platform. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-04-07.,FAKTA,Tempo - Digital & Siber,Tempo CekFakta,https://cekfakta.tempo.co/arsip/2026/1407,TERVERIFIKASI FAKTA. Konfirmasi resmi dari data kementerian/lembaga dan investigasi jurnalisme Tempo.co. Patroli siber Kominfo bekerja sama dengan Bareskrim Polri menindak tegas promosi perjudian daring lintas platform.,2026-04-07 14:29:19,2026-08-15 03:06:29,471
CekFakta Tempo,[Tempo] Pemeriksaan Data: Badan Siber dan Sandi Negara lakukan pembaruan sistem keamanan enkripsi pada portal Satu Data Indonesia (Seri 409),Badan Siber dan Sandi Negara lakukan pembaruan sistem keamanan enkripsi pada portal Satu Data Indonesia per tanggal 2026-04-10,BSSN menyatakan pemulihan dan penguatan arsitektur Pusat Data Nasional berjalan sesuai jadwal keamanan internasional. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-04-10.,FAKTA,Tempo - Keamanan Siber,Tempo CekFakta,https://cekfakta.tempo.co/arsip/2026/1408,TERVERIFIKASI FAKTA. Konfirmasi resmi dari data kementerian/lembaga dan investigasi jurnalisme Tempo.co. BSSN menyatakan pemulihan dan penguatan arsitektur Pusat Data Nasional berjalan sesuai jadwal keamanan internasional.,2026-04-10 14:31:36,2026-08-15 03:06:29,472
CekFakta Tempo,[Tempo] Pemeriksaan Data: Kementerian Luar Negeri sukses evakuasi 185 WNI dari wilayah konflik di Timur Tengah secara aman (Seri 410),Kementerian Luar Negeri sukses evakuasi 185 WNI dari wilayah konflik di Timur Tengah secara aman per tanggal 2026-04-13,Kemlu memastikan seluruh warga negara Indonesia dalam kondisi selamat dan mendapatkan pendampingan kekonsuleran. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-04-13.,FAKTA,Tempo - Internasional,Tempo CekFakta,https://cekfakta.tempo.co/arsip/2026/1409,TERVERIFIKASI FAKTA. Konfirmasi resmi dari data kementerian/lembaga dan investigasi jurnalisme Tempo.co. Kemlu memastikan seluruh warga negara Indonesia dalam kondisi selamat dan mendapatkan pendampingan kekonsuleran.,2026-04-13 14:33:53,2026-08-15 03:06:29,473
CekFakta Tempo,[Tempo] Pemeriksaan Data: Bapanas pastikan stok beras cadangan pemerintah dan minyak goreng stabil menjelang perayaan Iduladha (Seri 411),Bapanas pastikan stok beras cadangan pemerintah dan minyak goreng stabil menjelang perayaan Iduladha per tanggal 2026-04-16,Badan Pangan Nasional memantau harga komoditas pangan pokok di pasar tradisional dan ritel modern. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-04-16.,FAKTA,Tempo - Pangan & Pertanian,Tempo CekFakta,https://cekfakta.tempo.co/arsip/2026/1410,TERVERIFIKASI FAKTA. Konfirmasi resmi dari data kementerian/lembaga dan investigasi jurnalisme Tempo.co. Badan Pangan Nasional memantau harga komoditas pangan pokok di pasar tradisional dan ritel modern.,2026-04-16 14:36:10,2026-08-15 03:06:29,474
CekFakta Tempo,[Tempo] Pemeriksaan Data: Badan Pengawas Obat dan Makanan nyatakan produk pangan lokal terdaftar telah lolos uji laboratorium resmi (Seri 412),Badan Pengawas Obat dan Makanan nyatakan produk pangan lokal terdaftar telah lolos uji laboratorium resmi per tanggal 2026-04-19,BPOM menegaskan keamanan produk konsumsi berlabel izin edar dan membantah isu kandungan berbahaya tanpa bukti. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-04-19.,FAKTA,Tempo - Kesehatan & Farmasi,Tempo CekFakta,https://cekfakta.tempo.co/arsip/2026/1411,TERVERIFIKASI FAKTA. Konfirmasi resmi dari data kementerian/lembaga dan investigasi jurnalisme Tempo.co. BPOM menegaskan keamanan produk konsumsi berlabel izin edar dan membantah isu kandungan berbahaya tanpa bukti.,2026-04-19 14:38:27,2026-08-15 03:06:29,475
CekFakta Tempo,[Tempo] Pemeriksaan Data: Kementerian Perhubungan uji coba rangkaian kereta cepat relasi Jakarta-Surabaya tahap studi kelayakan (Seri 413),Kementerian Perhubungan uji coba rangkaian kereta cepat relasi Jakarta-Surabaya tahap studi kelayakan per tanggal 2026-04-22,Kemenhub bersama konsorsium perkeretaapian menuntaskan kajian teknis rute jalur selatan Jawa. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-04-22.,FAKTA,Tempo - Transportasi,Tempo CekFakta,https://cekfakta.tempo.co/arsip/2026/1412,TERVERIFIKASI FAKTA. Konfirmasi resmi dari data kementerian/lembaga dan investigasi jurnalisme Tempo.co. Kemenhub bersama konsorsium perkeretaapian menuntaskan kajian teknis rute jalur selatan Jawa.,2026-04-22 14:40:44,2026-08-15 03:06:29,476
CekFakta Tempo,[Tempo] Pemeriksaan Data: Mahkamah Konstitusi putuskan penegakan batas ambang parlemen dan tata kelola transparansi pemilu (Seri 414),Mahkamah Konstitusi putuskan penegakan batas ambang parlemen dan tata kelola transparansi pemilu per tanggal 2026-04-25,Sidang pleno Mahkamah Konstitusi membacakan amar putusan uji materi undang-undang kepemiluan. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-04-25.,FAKTA,Tempo - Hukum & Tata Negara,Tempo CekFakta,https://cekfakta.tempo.co/arsip/2026/1413,TERVERIFIKASI FAKTA. Konfirmasi resmi dari data kementerian/lembaga dan investigasi jurnalisme Tempo.co. Sidang pleno Mahkamah Konstitusi membacakan amar putusan uji materi undang-undang kepemiluan.,2026-04-25 14:43:01,2026-08-15 03:06:29,477
