id,source_platform,original_title,raw_text,cleaned_text,tokens,token_count_before,token_count_after,reduction_percentage,label,category,source_url,published_at,label_text,label_num
484,CekFakta Tempo,[Tempo] Hasil Verifikasi: Kementerian Keuangan laporkan realisasi penerimaan pajak semester I 2026 capai target APBN (Seri 421),[Tempo] Hasil Verifikasi: Kementerian Keuangan laporkan realisasi penerimaan pajak semester I 2026 capai target APBN (Seri 421) Kementerian Keuangan laporkan realisasi penerimaan pajak semester I 2026 capai target APBN per tanggal 2026-05-16 Laporan resmi Kementerian Keuangan per Juli 2026 menunjukkan penerimaan negara dari sektor perpajakan mencapai target kuartalan. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-05-16.,tempo hasil verifikasi kementerian keuangan laporkan realisasi penerimaan pajak semester 2026 capai target apbn seri 421 kementerian keuangan laporkan realisasi penerimaan pajak semester 2026 capai target apbn per tanggal 2026 05 16 laporan resmi kementerian keuangan per juli 2026 menunjukkan penerimaan negara sektor pe rupiah ajakan mencapai target kuartalan informasi dikonfirmasi valid melalui rujukan resmi institusi terkait jurnalisme cek fakta tempo co 2026 05 16,"tempo,hasil,verifikasi,kementerian,keuangan,laporkan,realisasi,penerimaan,pajak,semester,2026,capai,target,apbn,seri,421,kementerian,keuangan,laporkan,realisasi,penerimaan,pajak,semester,2026,capai,target,apbn,per,tanggal,2026,05,16,laporan,resmi,kementerian,keuangan,per,juli,2026,menunjukkan,penerimaan,negara,sektor,pe,rupiah,ajakan,mencapai,target,kuartalan,informasi,dikonfirmasi,valid,melalui,rujukan,resmi,institusi,terkait,jurnalisme,cek,fakta,tempo,co,2026,05,16",64,65,-1.6,FAKTA,Tempo - Ekonomi & Keuangan,https://cekfakta.tempo.co/arsip/2026/1420,2026-05-16 14:59:00,FAKTA,0
485,CekFakta Tempo,[Tempo] Hasil Verifikasi: Bank Indonesia pertahankan BI-Rate pada level 6.00 persen guna jaga stabilitas nilai tukar Rupiah (Seri 422),[Tempo] Hasil Verifikasi: Bank Indonesia pertahankan BI-Rate pada level 6.00 persen guna jaga stabilitas nilai tukar Rupiah (Seri 422) Bank Indonesia pertahankan BI-Rate pada level 6.00 persen guna jaga stabilitas nilai tukar Rupiah per tanggal 2026-05-19 Rapat Dewan Gubernur Bank Indonesia memutuskan mempertahankan suku bunga acuan untuk mengendalikan inflasi 2026. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-05-19.,tempo hasil verifikasi bank indonesia pertahankan bi rate level 00 persen guna jaga stabilitas nilai tukar rupiah seri 422 bank indonesia pertahankan bi rate level 00 persen guna jaga stabilitas nilai tukar rupiah per tanggal 2026 05 19 rapat dewan gubernur bank indonesia memutuskan mempertahankan suku bunga acuan mengendalikan inflasi 2026 informasi dikonfirmasi valid melalui rujukan resmi institusi terkait jurnalisme cek fakta tempo co 2026 05 19,"tempo,hasil,verifikasi,bank,indonesia,pertahankan,bi,rate,level,00,persen,guna,jaga,stabilitas,nilai,tukar,rupiah,seri,422,bank,indonesia,pertahankan,bi,rate,level,00,persen,guna,jaga,stabilitas,nilai,tukar,rupiah,per,tanggal,2026,05,19,rapat,dewan,gubernur,bank,indonesia,memutuskan,mempertahankan,suku,bunga,acuan,mengendalikan,inflasi,2026,informasi,dikonfirmasi,valid,melalui,rujukan,resmi,institusi,terkait,jurnalisme,cek,fakta,tempo,co,2026,05,19",66,67,-1.5,FAKTA,Tempo - Ekonomi & Keuangan,https://cekfakta.tempo.co/arsip/2026/1421,2026-05-19 15:01:17,FAKTA,0
486,CekFakta Tempo,[Tempo] Hasil Verifikasi: Otoritas Jasa Keuangan rilis daftar 120 fintech lending dan perbankan digital berizin resmi 2026 (Seri 423),[Tempo] Hasil Verifikasi: Otoritas Jasa Keuangan rilis daftar 120 fintech lending dan perbankan digital berizin resmi 2026 (Seri 423) Otoritas Jasa Keuangan rilis daftar 120 fintech lending dan perbankan digital berizin resmi 2026 per tanggal 2026-05-22 OJK memperbarui direktori entitas keuangan berizin dan mengimbau masyarakat waspada terhadap pinjol ilegal. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-05-22.,tempo hasil verifikasi otoritas jasa keuangan rilis daftar 120 fintech lending perbankan digital berizin resmi 2026 seri 423 otoritas jasa keuangan rilis daftar 120 fintech lending perbankan digital berizin resmi 2026 per tanggal 2026 05 22 ojk memperbarui direktori entitas keuangan berizin mengimbau masyarakat waspada pinjol ilegal informasi dikonfirmasi valid melalui rujukan resmi institusi terkait jurnalisme cek fakta tempo co 2026 05 22,"tempo,hasil,verifikasi,otoritas,jasa,keuangan,rilis,daftar,120,fintech,lending,perbankan,digital,berizin,resmi,2026,seri,423,otoritas,jasa,keuangan,rilis,daftar,120,fintech,lending,perbankan,digital,berizin,resmi,2026,per,tanggal,2026,05,22,ojk,memperbarui,direktori,entitas,keuangan,berizin,mengimbau,masyarakat,waspada,pinjol,ilegal,informasi,dikonfirmasi,valid,melalui,rujukan,resmi,institusi,terkait,jurnalisme,cek,fakta,tempo,co,2026,05,22",65,63,3.1,FAKTA,Tempo - Perbankan & Fintech,https://cekfakta.tempo.co/arsip/2026/1422,2026-05-22 15:03:34,FAKTA,0
487,CekFakta Tempo,[Tempo] Hasil Verifikasi: Kementerian PUPR selesaikan pembangunan infrastruktur tol dan gedung pemerintahan tahap 2 IKN (Seri 424),[Tempo] Hasil Verifikasi: Kementerian PUPR selesaikan pembangunan infrastruktur tol dan gedung pemerintahan tahap 2 IKN (Seri 424) Kementerian PUPR selesaikan pembangunan infrastruktur tol dan gedung pemerintahan tahap 2 IKN per tanggal 2026-05-25 Progres pembangunan Ibu Kota Nusantara menunjukkan pencapaian fisik 92 persen untuk sarana air dan jalan. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-05-25.,tempo hasil verifikasi kementerian pupr selesaikan pembangunan infrastruktur tol gedung pemerintahan tahap ikn seri 424 kementerian pupr selesaikan pembangunan infrastruktur tol gedung pemerintahan tahap ikn per tanggal 2026 05 25 progres pembangunan ibu kota nusantara menunjukkan pencapaian fisik 92 persen sarana air jalan informasi dikonfirmasi valid melalui rujukan resmi institusi terkait jurnalisme cek fakta tempo co 2026 05 25,"tempo,hasil,verifikasi,kementerian,pupr,selesaikan,pembangunan,infrastruktur,tol,gedung,pemerintahan,tahap,ikn,seri,424,kementerian,pupr,selesaikan,pembangunan,infrastruktur,tol,gedung,pemerintahan,tahap,ikn,per,tanggal,2026,05,25,progres,pembangunan,ibu,kota,nusantara,menunjukkan,pencapaian,fisik,92,persen,sarana,air,jalan,informasi,dikonfirmasi,valid,melalui,rujukan,resmi,institusi,terkait,jurnalisme,cek,fakta,tempo,co,2026,05,25",63,59,6.3,FAKTA,Tempo - Infrastruktur & IKN,https://cekfakta.tempo.co/arsip/2026/1423,2026-05-25 15:05:51,FAKTA,0
488,CekFakta Tempo,[Tempo] Hasil Verifikasi: Kementerian Kesehatan tingkatkan cakupan imunisasi nasional dan vaksinasi balita serentak di 38 provinsi (Seri 425),[Tempo] Hasil Verifikasi: Kementerian Kesehatan tingkatkan cakupan imunisasi nasional dan vaksinasi balita serentak di 38 provinsi (Seri 425) Kementerian Kesehatan tingkatkan cakupan imunisasi nasional dan vaksinasi balita serentak di 38 provinsi per tanggal 2026-05-28 Kemenkes mengonfirmasi ketersediaan vaksin resmi di seluruh puskesmas dan posyandu secara gratis. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-05-28.,tempo hasil verifikasi kementerian kesehatan tingkatkan cakupan imunisasi nasional vaksinasi balita serentak 38 provinsi seri 425 kementerian kesehatan tingkatkan cakupan imunisasi nasional vaksinasi balita serentak 38 provinsi per tanggal 2026 05 28 kemenkes mengonfirmasi ketersediaan vaksin resmi seluruh puskesmas posyandu gratis informasi dikonfirmasi valid melalui rujukan resmi institusi terkait jurnalisme cek fakta tempo co 2026 05 28,"tempo,hasil,verifikasi,kementerian,kesehatan,tingkatkan,cakupan,imunisasi,nasional,vaksinasi,balita,serentak,38,provinsi,seri,425,kementerian,kesehatan,tingkatkan,cakupan,imunisasi,nasional,vaksinasi,balita,serentak,38,provinsi,per,tanggal,2026,05,28,kemenkes,mengonfirmasi,ketersediaan,vaksin,resmi,seluruh,puskesmas,posyandu,gratis,informasi,dikonfirmasi,valid,melalui,rujukan,resmi,institusi,terkait,jurnalisme,cek,fakta,tempo,co,2026,05,28",62,57,8.1,FAKTA,Tempo - Kesehatan Publik,https://cekfakta.tempo.co/arsip/2026/1424,2026-05-28 15:08:08,FAKTA,0
489,CekFakta Tempo,[Tempo] Hasil Verifikasi: KPK dan Kejaksaan Agung selamatkan aset negara sebesar Rp 14.2 triliun dari perkara tindak pidana korupsi (Seri 426),[Tempo] Hasil Verifikasi: KPK dan Kejaksaan Agung selamatkan aset negara sebesar Rp 14.2 triliun dari perkara tindak pidana korupsi (Seri 426) KPK dan Kejaksaan Agung selamatkan aset negara sebesar Rp 14.2 triliun dari perkara tindak pidana korupsi per tanggal 2026-05-31 Laporan penegakan hukum semester awal 2026 mencatat pemulihan aset kerugian negara dari sektor pertambangan dan perkebunan. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-05-31.,tempo hasil verifikasi kpk kejaksaan agung selamatkan aset negara sebesar rupiah 14 triliun perkara tindak pidana korupsi seri 426 kpk kejaksaan agung selamatkan aset negara sebesar rupiah 14 triliun perkara tindak pidana korupsi per tanggal 2026 05 31 laporan penegakan hukum semester awal 2026 mencatat pemulihan aset kerugian negara sektor pertambangan perkebunan informasi dikonfirmasi valid melalui rujukan resmi institusi terkait jurnalisme cek fakta tempo co 2026 05 31,"tempo,hasil,verifikasi,kpk,kejaksaan,agung,selamatkan,aset,negara,sebesar,rupiah,14,triliun,perkara,tindak,pidana,korupsi,seri,426,kpk,kejaksaan,agung,selamatkan,aset,negara,sebesar,rupiah,14,triliun,perkara,tindak,pidana,korupsi,per,tanggal,2026,05,31,laporan,penegakan,hukum,semester,awal,2026,mencatat,pemulihan,aset,kerugian,negara,sektor,pertambangan,perkebunan,informasi,dikonfirmasi,valid,melalui,rujukan,resmi,institusi,terkait,jurnalisme,cek,fakta,tempo,co,2026,05,31",72,68,5.6,FAKTA,Tempo - Hukum & Korupsi,https://cekfakta.tempo.co/arsip/2026/1425,2026-05-31 15:10:25,FAKTA,0
490,CekFakta Tempo,[Tempo] Hasil Verifikasi: BMKG imbau masyarakat pesisir waspada potensi pasang surut air laut dan cuaca ekstrem musim pancaroba (Seri 427),[Tempo] Hasil Verifikasi: BMKG imbau masyarakat pesisir waspada potensi pasang surut air laut dan cuaca ekstrem musim pancaroba (Seri 427) BMKG imbau masyarakat pesisir waspada potensi pasang surut air laut dan cuaca ekstrem musim pancaroba per tanggal 2026-06-03 Deputi Bidang Meteorologi BMKG mengeluarkan peringatan dini gelombang tinggi di wilayah perairan Indonesia. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-06-03.,tempo hasil verifikasi bmkg imbau masyarakat pesisir waspada potensi pasang surut air laut cuaca ekstrem musim pancaroba seri 427 bmkg imbau masyarakat pesisir waspada potensi pasang surut air laut cuaca ekstrem musim pancaroba per tanggal 2026 06 03 deputi bidang meteorologi bmkg mengeluarkan peringatan dini gelombang tinggi wilayah perairan indonesia informasi dikonfirmasi valid melalui rujukan resmi institusi terkait jurnalisme cek fakta tempo co 2026 06 03,"tempo,hasil,verifikasi,bmkg,imbau,masyarakat,pesisir,waspada,potensi,pasang,surut,air,laut,cuaca,ekstrem,musim,pancaroba,seri,427,bmkg,imbau,masyarakat,pesisir,waspada,potensi,pasang,surut,air,laut,cuaca,ekstrem,musim,pancaroba,per,tanggal,2026,06,03,deputi,bidang,meteorologi,bmkg,mengeluarkan,peringatan,dini,gelombang,tinggi,wilayah,perairan,indonesia,informasi,dikonfirmasi,valid,melalui,rujukan,resmi,institusi,terkait,jurnalisme,cek,fakta,tempo,co,2026,06,03",67,66,1.5,FAKTA,Tempo - Lingkungan & Cuaca,https://cekfakta.tempo.co/arsip/2026/1426,2026-06-03 15:12:42,FAKTA,0
491,CekFakta Tempo,[Tempo] Hasil Verifikasi: Kementerian Kominfo blokir 45.000 situs dan rekening judi online serta sindikat penipuan perbankan (Seri 428),[Tempo] Hasil Verifikasi: Kementerian Kominfo blokir 45.000 situs dan rekening judi online serta sindikat penipuan perbankan (Seri 428) Kementerian Kominfo blokir 45.000 situs dan rekening judi online serta sindikat penipuan perbankan per tanggal 2026-06-06 Patroli siber Kominfo bekerja sama dengan Bareskrim Polri menindak tegas promosi perjudian daring lintas platform. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-06-06.,tempo hasil verifikasi kementerian kominfo blokir 45 000 situs rekening judi online serta sindikat penipuan perbankan seri 428 kementerian kominfo blokir 45 000 situs rekening judi online serta sindikat penipuan perbankan per tanggal 2026 06 06 patroli siber kominfo bekerja sama bareskrim polri menindak tegas promosi perjudian daring lintas platform informasi dikonfirmasi valid melalui rujukan resmi institusi terkait jurnalisme cek fakta tempo co 2026 06 06,"tempo,hasil,verifikasi,kementerian,kominfo,blokir,45,000,situs,rekening,judi,online,serta,sindikat,penipuan,perbankan,seri,428,kementerian,kominfo,blokir,45,000,situs,rekening,judi,online,serta,sindikat,penipuan,perbankan,per,tanggal,2026,06,06,patroli,siber,kominfo,bekerja,sama,bareskrim,polri,menindak,tegas,promosi,perjudian,daring,lintas,platform,informasi,dikonfirmasi,valid,melalui,rujukan,resmi,institusi,terkait,jurnalisme,cek,fakta,tempo,co,2026,06,06",65,66,-1.5,FAKTA,Tempo - Digital & Siber,https://cekfakta.tempo.co/arsip/2026/1427,2026-06-06 15:14:59,FAKTA,0
492,CekFakta Tempo,[Tempo] Hasil Verifikasi: Badan Siber dan Sandi Negara lakukan pembaruan sistem keamanan enkripsi pada portal Satu Data Indonesia (Seri 429),[Tempo] Hasil Verifikasi: Badan Siber dan Sandi Negara lakukan pembaruan sistem keamanan enkripsi pada portal Satu Data Indonesia (Seri 429) Badan Siber dan Sandi Negara lakukan pembaruan sistem keamanan enkripsi pada portal Satu Data Indonesia per tanggal 2026-06-09 BSSN menyatakan pemulihan dan penguatan arsitektur Pusat Data Nasional berjalan sesuai jadwal keamanan internasional. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-06-09.,tempo hasil verifikasi badan siber sandi negara lakukan pembaruan sistem keamanan enkripsi portal satu data indonesia seri 429 badan siber sandi negara lakukan pembaruan sistem keamanan enkripsi portal satu data indonesia per tanggal 2026 06 09 bssn menyatakan pemulihan penguatan arsitektur pusat data nasional berjalan sesuai jadwal keamanan internasional informasi dikonfirmasi valid melalui rujukan resmi institusi terkait jurnalisme cek fakta tempo co 2026 06 09,"tempo,hasil,verifikasi,badan,siber,sandi,negara,lakukan,pembaruan,sistem,keamanan,enkripsi,portal,satu,data,indonesia,seri,429,badan,siber,sandi,negara,lakukan,pembaruan,sistem,keamanan,enkripsi,portal,satu,data,indonesia,per,tanggal,2026,06,09,bssn,menyatakan,pemulihan,penguatan,arsitektur,pusat,data,nasional,berjalan,sesuai,jadwal,keamanan,internasional,informasi,dikonfirmasi,valid,melalui,rujukan,resmi,institusi,terkait,jurnalisme,cek,fakta,tempo,co,2026,06,09",68,65,4.4,FAKTA,Tempo - Keamanan Siber,https://cekfakta.tempo.co/arsip/2026/1428,2026-06-09 15:17:16,FAKTA,0
493,CekFakta Tempo,[Tempo] Hasil Verifikasi: Kementerian Luar Negeri sukses evakuasi 185 WNI dari wilayah konflik di Timur Tengah secara aman (Seri 430),[Tempo] Hasil Verifikasi: Kementerian Luar Negeri sukses evakuasi 185 WNI dari wilayah konflik di Timur Tengah secara aman (Seri 430) Kementerian Luar Negeri sukses evakuasi 185 WNI dari wilayah konflik di Timur Tengah secara aman per tanggal 2026-06-12 Kemlu memastikan seluruh warga negara Indonesia dalam kondisi selamat dan mendapatkan pendampingan kekonsuleran. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-06-12.,tempo hasil verifikasi kementerian luar negeri sukses evakuasi 185 wni wilayah konflik timur tengah aman seri 430 kementerian luar negeri sukses evakuasi 185 wni wilayah konflik timur tengah aman per tanggal 2026 06 12 kemlu memastikan seluruh warga negara indonesia kondisi selamat mendapatkan pendampingan kekonsuleran informasi dikonfirmasi valid melalui rujukan resmi institusi terkait jurnalisme cek fakta tempo co 2026 06 12,"tempo,hasil,verifikasi,kementerian,luar,negeri,sukses,evakuasi,185,wni,wilayah,konflik,timur,tengah,aman,seri,430,kementerian,luar,negeri,sukses,evakuasi,185,wni,wilayah,konflik,timur,tengah,aman,per,tanggal,2026,06,12,kemlu,memastikan,seluruh,warga,negara,indonesia,kondisi,selamat,mendapatkan,pendampingan,kekonsuleran,informasi,dikonfirmasi,valid,melalui,rujukan,resmi,institusi,terkait,jurnalisme,cek,fakta,tempo,co,2026,06,12",67,61,9.0,FAKTA,Tempo - Internasional,https://cekfakta.tempo.co/arsip/2026/1429,2026-06-12 15:19:33,FAKTA,0
494,CekFakta Tempo,[Tempo] Hasil Verifikasi: Bapanas pastikan stok beras cadangan pemerintah dan minyak goreng stabil menjelang perayaan Iduladha (Seri 431),[Tempo] Hasil Verifikasi: Bapanas pastikan stok beras cadangan pemerintah dan minyak goreng stabil menjelang perayaan Iduladha (Seri 431) Bapanas pastikan stok beras cadangan pemerintah dan minyak goreng stabil menjelang perayaan Iduladha per tanggal 2026-06-15 Badan Pangan Nasional memantau harga komoditas pangan pokok di pasar tradisional dan ritel modern. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-06-15.,tempo hasil verifikasi bapanas pastikan stok beras cadangan pemerintah minyak goreng stabil menjelang perayaan iduladha seri 431 bapanas pastikan stok beras cadangan pemerintah minyak goreng stabil menjelang perayaan iduladha per tanggal 2026 06 15 badan pangan nasional memantau harga komoditas pangan pokok pasar tradisional ritel modern informasi dikonfirmasi valid melalui rujukan resmi institusi terkait jurnalisme cek fakta tempo co 2026 06 15,"tempo,hasil,verifikasi,bapanas,pastikan,stok,beras,cadangan,pemerintah,minyak,goreng,stabil,menjelang,perayaan,iduladha,seri,431,bapanas,pastikan,stok,beras,cadangan,pemerintah,minyak,goreng,stabil,menjelang,perayaan,iduladha,per,tanggal,2026,06,15,badan,pangan,nasional,memantau,harga,komoditas,pangan,pokok,pasar,tradisional,ritel,modern,informasi,dikonfirmasi,valid,melalui,rujukan,resmi,institusi,terkait,jurnalisme,cek,fakta,tempo,co,2026,06,15",64,62,3.1,FAKTA,Tempo - Pangan & Pertanian,https://cekfakta.tempo.co/arsip/2026/1430,2026-06-15 15:21:50,FAKTA,0
495,CekFakta Tempo,[Tempo] Hasil Verifikasi: Badan Pengawas Obat dan Makanan nyatakan produk pangan lokal terdaftar telah lolos uji laboratorium resmi (Seri 432),[Tempo] Hasil Verifikasi: Badan Pengawas Obat dan Makanan nyatakan produk pangan lokal terdaftar telah lolos uji laboratorium resmi (Seri 432) Badan Pengawas Obat dan Makanan nyatakan produk pangan lokal terdaftar telah lolos uji laboratorium resmi per tanggal 2026-06-18 BPOM menegaskan keamanan produk konsumsi berlabel izin edar dan membantah isu kandungan berbahaya tanpa bukti. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-06-18.,tempo hasil verifikasi badan pengawas obat makanan nyatakan produk pangan lokal terdaftar lolos uji laboratorium resmi seri 432 badan pengawas obat makanan nyatakan produk pangan lokal terdaftar lolos uji laboratorium resmi per tanggal 2026 06 18 bpom menegaskan keamanan produk konsumsi berlabel izin edar membantah isu kandungan berbahaya bukti informasi dikonfirmasi valid melalui rujukan resmi institusi terkait jurnalisme cek fakta tempo co 2026 06 18,"tempo,hasil,verifikasi,badan,pengawas,obat,makanan,nyatakan,produk,pangan,lokal,terdaftar,lolos,uji,laboratorium,resmi,seri,432,badan,pengawas,obat,makanan,nyatakan,produk,pangan,lokal,terdaftar,lolos,uji,laboratorium,resmi,per,tanggal,2026,06,18,bpom,menegaskan,keamanan,produk,konsumsi,berlabel,izin,edar,membantah,isu,kandungan,berbahaya,bukti,informasi,dikonfirmasi,valid,melalui,rujukan,resmi,institusi,terkait,jurnalisme,cek,fakta,tempo,co,2026,06,18",69,65,5.8,FAKTA,Tempo - Kesehatan & Farmasi,https://cekfakta.tempo.co/arsip/2026/1431,2026-06-18 15:24:07,FAKTA,0
496,CekFakta Tempo,[Tempo] Hasil Verifikasi: Kementerian Perhubungan uji coba rangkaian kereta cepat relasi Jakarta-Surabaya tahap studi kelayakan (Seri 433),[Tempo] Hasil Verifikasi: Kementerian Perhubungan uji coba rangkaian kereta cepat relasi Jakarta-Surabaya tahap studi kelayakan (Seri 433) Kementerian Perhubungan uji coba rangkaian kereta cepat relasi Jakarta-Surabaya tahap studi kelayakan per tanggal 2026-06-21 Kemenhub bersama konsorsium perkeretaapian menuntaskan kajian teknis rute jalur selatan Jawa. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-06-21.,tempo hasil verifikasi kementerian perhubungan uji coba rangkaian kereta cepat relasi jakarta surabaya tahap studi kelayakan seri 433 kementerian perhubungan uji coba rangkaian kereta cepat relasi jakarta surabaya tahap studi kelayakan per tanggal 2026 06 21 kemenhub bersama konsorsium perkeretaapian menuntaskan kajian teknis rute jalur selatan jawa informasi dikonfirmasi valid melalui rujukan resmi institusi terkait jurnalisme cek fakta tempo co 2026 06 21,"tempo,hasil,verifikasi,kementerian,perhubungan,uji,coba,rangkaian,kereta,cepat,relasi,jakarta,surabaya,tahap,studi,kelayakan,seri,433,kementerian,perhubungan,uji,coba,rangkaian,kereta,cepat,relasi,jakarta,surabaya,tahap,studi,kelayakan,per,tanggal,2026,06,21,kemenhub,bersama,konsorsium,perkeretaapian,menuntaskan,kajian,teknis,rute,jalur,selatan,jawa,informasi,dikonfirmasi,valid,melalui,rujukan,resmi,institusi,terkait,jurnalisme,cek,fakta,tempo,co,2026,06,21",59,63,-6.8,FAKTA,Tempo - Transportasi,https://cekfakta.tempo.co/arsip/2026/1432,2026-06-21 15:26:24,FAKTA,0
497,CekFakta Tempo,[Tempo] Hasil Verifikasi: Mahkamah Konstitusi putuskan penegakan batas ambang parlemen dan tata kelola transparansi pemilu (Seri 434),[Tempo] Hasil Verifikasi: Mahkamah Konstitusi putuskan penegakan batas ambang parlemen dan tata kelola transparansi pemilu (Seri 434) Mahkamah Konstitusi putuskan penegakan batas ambang parlemen dan tata kelola transparansi pemilu per tanggal 2026-06-24 Sidang pleno Mahkamah Konstitusi membacakan amar putusan uji materi undang-undang kepemiluan. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-06-24.,tempo hasil verifikasi mahkamah konstitusi putuskan penegakan batas ambang parlemen tata kelola transparansi pemilu seri 434 mahkamah konstitusi putuskan penegakan batas ambang parlemen tata kelola transparansi pemilu per tanggal 2026 06 24 sidang pleno mahkamah konstitusi membacakan amar putusan uji materi undang undang kepemiluan informasi dikonfirmasi valid melalui rujukan resmi institusi terkait jurnalisme cek fakta tempo co 2026 06 24,"tempo,hasil,verifikasi,mahkamah,konstitusi,putuskan,penegakan,batas,ambang,parlemen,tata,kelola,transparansi,pemilu,seri,434,mahkamah,konstitusi,putuskan,penegakan,batas,ambang,parlemen,tata,kelola,transparansi,pemilu,per,tanggal,2026,06,24,sidang,pleno,mahkamah,konstitusi,membacakan,amar,putusan,uji,materi,undang,undang,kepemiluan,informasi,dikonfirmasi,valid,melalui,rujukan,resmi,institusi,terkait,jurnalisme,cek,fakta,tempo,co,2026,06,24",59,60,-1.7,FAKTA,Tempo - Hukum & Tata Negara,https://cekfakta.tempo.co/arsip/2026/1433,2026-06-24 15:28:41,FAKTA,0
498,CekFakta Tempo,[Tempo] Hasil Verifikasi: Kementerian ESDM resmikan 15 pembangkit listrik tenaga surya dan bayu di kawasan Indonesia Timur (Seri 435),[Tempo] Hasil Verifikasi: Kementerian ESDM resmikan 15 pembangkit listrik tenaga surya dan bayu di kawasan Indonesia Timur (Seri 435) Kementerian ESDM resmikan 15 pembangkit listrik tenaga surya dan bayu di kawasan Indonesia Timur per tanggal 2026-06-27 Pemerintah mempercepat transisi energi hijau berkeadilan untuk melistriki desa terpencil di Maluku dan Papua. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-06-27.,tempo hasil verifikasi kementerian esdm resmikan 15 pembangkit listrik tenaga surya bayu kawasan indonesia timur seri 435 kementerian esdm resmikan 15 pembangkit listrik tenaga surya bayu kawasan indonesia timur per tanggal 2026 06 27 pemerintah mempercepat transisi energi hijau berkeadilan melistriki desa te rupiah encil maluku papua informasi dikonfirmasi valid melalui rujukan resmi institusi terkait jurnalisme cek fakta tempo co 2026 06 27,"tempo,hasil,verifikasi,kementerian,esdm,resmikan,15,pembangkit,listrik,tenaga,surya,bayu,kawasan,indonesia,timur,seri,435,kementerian,esdm,resmikan,15,pembangkit,listrik,tenaga,surya,bayu,kawasan,indonesia,timur,per,tanggal,2026,06,27,pemerintah,mempercepat,transisi,energi,hijau,berkeadilan,melistriki,desa,te,rupiah,encil,maluku,papua,informasi,dikonfirmasi,valid,melalui,rujukan,resmi,institusi,terkait,jurnalisme,cek,fakta,tempo,co,2026,06,27",66,63,4.5,FAKTA,Tempo - Energi Terbarukan,https://cekfakta.tempo.co/arsip/2026/1434,2026-06-27 15:30:58,FAKTA,0
499,CekFakta Tempo,[Tempo] Hasil Verifikasi: Polri ungkap sindikat penipuan rekrutmen CPNS dan BUMN bermodus tautan palsu Telegram berbayar (Seri 436),[Tempo] Hasil Verifikasi: Polri ungkap sindikat penipuan rekrutmen CPNS dan BUMN bermodus tautan palsu Telegram berbayar (Seri 436) Polri ungkap sindikat penipuan rekrutmen CPNS dan BUMN bermodus tautan palsu Telegram berbayar per tanggal 2026-06-30 Bareskrim Polri menangkap 8 pelaku penipuan bermodus calo penerimaan pegawai instansi pemerintah. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-06-30.,tempo hasil verifikasi polri ungkap sindikat penipuan rekrutmen cpns bumn bermodus tautan palsu telegram berbayar seri 436 polri ungkap sindikat penipuan rekrutmen cpns bumn bermodus tautan palsu telegram berbayar per tanggal 2026 06 30 bareskrim polri menangkap pelaku penipuan bermodus calo penerimaan pegawai instansi pemerintah informasi dikonfirmasi valid melalui rujukan resmi institusi terkait jurnalisme cek fakta tempo co 2026 06 30,"tempo,hasil,verifikasi,polri,ungkap,sindikat,penipuan,rekrutmen,cpns,bumn,bermodus,tautan,palsu,telegram,berbayar,seri,436,polri,ungkap,sindikat,penipuan,rekrutmen,cpns,bumn,bermodus,tautan,palsu,telegram,berbayar,per,tanggal,2026,06,30,bareskrim,polri,menangkap,pelaku,penipuan,bermodus,calo,penerimaan,pegawai,instansi,pemerintah,informasi,dikonfirmasi,valid,melalui,rujukan,resmi,institusi,terkait,jurnalisme,cek,fakta,tempo,co,2026,06,30",62,61,1.6,FAKTA,Tempo - Hukum & Kriminalitas,https://cekfakta.tempo.co/arsip/2026/1435,2026-06-30 15:33:15,FAKTA,0
